Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/LaptopSearchDB/Page_Computers database/input_or_btn primary""))",Chrome 119.0.0.0,,,2023-11-28 12:32:20,2023-11-28 12:32:22,2.086s,PASSED
"click(findTestObject(""Object Repository/LaptopSearchDB/Page_Computers database/a_Computer database""))",Chrome 119.0.0.0,,,2023-11-28 12:32:22,2023-11-28 12:32:24,1.115s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-28 12:32:24,2023-11-28 12:32:24,0.937s,PASSED
,,,,,,,
Test Cases/LoginApplitools,Chrome 119.0.0.0,,,2023-11-28 12:32:25,2023-11-28 12:32:36,11.350s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-28 12:32:25,2023-11-28 12:32:27,1.538s,PASSED
"navigateToUrl(""https://demo.applitools.com/"")",Chrome 119.0.0.0,,,2023-11-28 12:32:27,2023-11-28 12:32:29,2.277s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-28 12:32:29,2023-11-28 12:32:29,0.145s,PASSED
"setText(findTestObject(""Object Repository/ApplitetoolsLogin/Page_ACME Demo App by Applitools/input_Username_username""), ""Test123"")",Chrome 119.0.0.0,,,2023-11-28 12:32:29,2023-11-28 12:32:30,0.984s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ApplitetoolsLogin/Page_ACME Demo App by Applitools/input_Password_password""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Chrome 119.0.0.0,,,2023-11-28 12:32:30,2023-11-28 12:32:31,0.718s,PASSED
"click(findTestObject(""Object Repository/ApplitetoolsLogin/Page_ACME Demo App by Applitools/a_Sign in""))",Chrome 119.0.0.0,,,2023-11-28 12:32:31,2023-11-28 12:32:32,1.355s,PASSED
"setText(findTestObject(""Object Repository/ApplitetoolsLogin/Page_ACME demo app/input_text""), ""Starbucks"")",Chrome 119.0.0.0,,,2023-11-28 12:32:32,2023-11-28 12:32:33,0.984s,PASSED
"sendKeys(findTestObject(""Object Repository/ApplitetoolsLogin/Page_ACME demo app/input_text""), Keys.chord(ENTER))",Chrome 119.0.0.0,,,2023-11-28 12:32:33,2023-11-28 12:32:34,0.437s,PASSED
"takeElementScreenshot(findTestObject(""ApplitetoolsLogin/Page_ACME demo app/span_View Statement""))",Chrome 119.0.0.0,,,2023-11-28 12:32:34,2023-11-28 12:32:35,0.792s,PASSED
"click(findTestObject(""Object Repository/ApplitetoolsLogin/Page_ACME demo app/span_View Statement""))",Chrome 119.0.0.0,,,2023-11-28 12:32:35,2023-11-28 12:32:35,0.491s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-28 12:32:35,2023-11-28 12:32:36,0.756s,PASSED
